N,age,ethnicity,sex,constituency_id,region
9488,0,0,0,6,South East
1240,1,0,0,6,South East
1103,2,0,0,6,South East
3283,3,0,0,6,South East
3429,4,0,0,6,South East
3454,5,0,0,6,South East
3688,6,0,0,6,South East
3786,7,0,0,6,South East
3814,8,0,0,6,South East
3184,9,0,0,6,South East
2596,10,0,0,6,South East
2728,11,0,0,6,South East
2016,12,0,0,6,South East
1646,13,0,0,6,South East
1152,14,0,0,6,South East
797,15,0,0,6,South East
571,16,0,0,6,South East
9070,0,0,1,6,South East
1185,1,0,1,6,South East
1050,2,0,1,6,South East
2998,3,0,1,6,South East
3417,4,0,1,6,South East
3501,5,0,1,6,South East
3696,6,0,1,6,South East
3761,7,0,1,6,South East
3868,8,0,1,6,South East
3069,9,0,1,6,South East
2669,10,0,1,6,South East
2730,11,0,1,6,South East
2256,12,0,1,6,South East
1734,13,0,1,6,South East
1369,14,0,1,6,South East
1135,15,0,1,6,South East
1267,16,0,1,6,South East
498,0,1,0,6,South East
64,1,1,0,6,South East
70,2,1,0,6,South East
107,3,1,0,6,South East
74,4,1,0,6,South East
105,5,1,0,6,South East
76,6,1,0,6,South East
75,7,1,0,6,South East
49,8,1,0,6,South East
40,9,1,0,6,South East
18,10,1,0,6,South East
16,11,1,0,6,South East
16,12,1,0,6,South East
16,13,1,0,6,South East
1,14,1,0,6,South East
6,15,1,0,6,South East
1,16,1,0,6,South East
480,0,1,1,6,South East
55,1,1,1,6,South East
32,2,1,1,6,South East
94,3,1,1,6,South East
81,4,1,1,6,South East
76,5,1,1,6,South East
83,6,1,1,6,South East
59,7,1,1,6,South East
46,8,1,1,6,South East
22,9,1,1,6,South East
11,10,1,1,6,South East
18,11,1,1,6,South East
14,12,1,1,6,South East
12,13,1,1,6,South East
10,14,1,1,6,South East
4,15,1,1,6,South East
2,16,1,1,6,South East
1168,0,2,0,6,South East
195,1,2,0,6,South East
159,2,2,0,6,South East
481,3,2,0,6,South East
404,4,2,0,6,South East
468,5,2,0,6,South East
440,6,2,0,6,South East
485,7,2,0,6,South East
412,8,2,0,6,South East
274,9,2,0,6,South East
154,10,2,0,6,South East
185,11,2,0,6,South East
178,12,2,0,6,South East
107,13,2,0,6,South East
47,14,2,0,6,South East
20,15,2,0,6,South East
4,16,2,0,6,South East
1071,0,2,1,6,South East
202,1,2,1,6,South East
182,2,2,1,6,South East
483,3,2,1,6,South East
486,4,2,1,6,South East
499,5,2,1,6,South East
552,6,2,1,6,South East
474,7,2,1,6,South East
335,8,2,1,6,South East
236,9,2,1,6,South East
199,10,2,1,6,South East
174,11,2,1,6,South East
108,12,2,1,6,South East
70,13,2,1,6,South East
36,14,2,1,6,South East
18,15,2,1,6,South East
11,16,2,1,6,South East
242,0,3,0,6,South East
21,1,3,0,6,South East
25,2,3,0,6,South East
76,3,3,0,6,South East
148,4,3,0,6,South East
181,5,3,0,6,South East
114,6,3,0,6,South East
83,7,3,0,6,South East
67,8,3,0,6,South East
42,9,3,0,6,South East
16,10,3,0,6,South East
14,11,3,0,6,South East
10,12,3,0,6,South East
14,13,3,0,6,South East
5,14,3,0,6,South East
1,15,3,0,6,South East
1,16,3,0,6,South East
236,0,3,1,6,South East
15,1,3,1,6,South East
19,2,3,1,6,South East
59,3,3,1,6,South East
120,4,3,1,6,South East
150,5,3,1,6,South East
102,6,3,1,6,South East
72,7,3,1,6,South East
72,8,3,1,6,South East
44,9,3,1,6,South East
19,10,3,1,6,South East
24,11,3,1,6,South East
11,12,3,1,6,South East
11,13,3,1,6,South East
7,14,3,1,6,South East
1,15,3,1,6,South East
3,16,3,1,6,South East
60,0,4,0,6,South East
13,1,4,0,6,South East
8,2,4,0,6,South East
38,3,4,0,6,South East
36,4,4,0,6,South East
53,5,4,0,6,South East
49,6,4,0,6,South East
20,7,4,0,6,South East
25,8,4,0,6,South East
13,9,4,0,6,South East
17,10,4,0,6,South East
13,11,4,0,6,South East
11,12,4,0,6,South East
2,13,4,0,6,South East
4,14,4,0,6,South East
2,15,4,0,6,South East
0,16,4,0,6,South East
57,0,4,1,6,South East
10,1,4,1,6,South East
13,2,4,1,6,South East
36,3,4,1,6,South East
35,4,4,1,6,South East
30,5,4,1,6,South East
37,6,4,1,6,South East
26,7,4,1,6,South East
17,8,4,1,6,South East
11,9,4,1,6,South East
9,10,4,1,6,South East
6,11,4,1,6,South East
6,12,4,1,6,South East
4,13,4,1,6,South East
1,14,4,1,6,South East
0,15,4,1,6,South East
1,16,4,1,6,South East
6222,0,0,0,7,West Midlands
931,1,0,0,7,West Midlands
815,2,0,0,7,West Midlands
1887,3,0,0,7,West Midlands
1743,4,0,0,7,West Midlands
1631,5,0,0,7,West Midlands
2047,6,0,0,7,West Midlands
2710,7,0,0,7,West Midlands
2811,8,0,0,7,West Midlands
2427,9,0,0,7,West Midlands
2088,10,0,0,7,West Midlands
2465,11,0,0,7,West Midlands
2222,12,0,0,7,West Midlands
1932,13,0,0,7,West Midlands
1456,14,0,0,7,West Midlands
990,15,0,0,7,West Midlands
644,16,0,0,7,West Midlands
5861,0,0,1,7,West Midlands
869,1,0,1,7,West Midlands
745,2,0,1,7,West Midlands
1691,3,0,1,7,West Midlands
1737,4,0,1,7,West Midlands
1646,5,0,1,7,West Midlands
2150,6,0,1,7,West Midlands
2783,7,0,1,7,West Midlands
2837,8,0,1,7,West Midlands
2546,9,0,1,7,West Midlands
2058,10,0,1,7,West Midlands
2578,11,0,1,7,West Midlands
2561,12,0,1,7,West Midlands
2189,13,0,1,7,West Midlands
1809,14,0,1,7,West Midlands
1374,15,0,1,7,West Midlands
1230,16,0,1,7,West Midlands
241,0,1,0,7,West Midlands
31,1,1,0,7,West Midlands
26,2,1,0,7,West Midlands
62,3,1,0,7,West Midlands
41,4,1,0,7,West Midlands
21,5,1,0,7,West Midlands
31,6,1,0,7,West Midlands
28,7,1,0,7,West Midlands
25,8,1,0,7,West Midlands
23,9,1,0,7,West Midlands
12,10,1,0,7,West Midlands
3,11,1,0,7,West Midlands
5,12,1,0,7,West Midlands
3,13,1,0,7,West Midlands
1,14,1,0,7,West Midlands
4,15,1,0,7,West Midlands
0,16,1,0,7,West Midlands
311,0,1,1,7,West Midlands
40,1,1,1,7,West Midlands
20,2,1,1,7,West Midlands
62,3,1,1,7,West Midlands
36,4,1,1,7,West Midlands
37,5,1,1,7,West Midlands
33,6,1,1,7,West Midlands
31,7,1,1,7,West Midlands
19,8,1,1,7,West Midlands
20,9,1,1,7,West Midlands
9,10,1,1,7,West Midlands
7,11,1,1,7,West Midlands
4,12,1,1,7,West Midlands
3,13,1,1,7,West Midlands
1,14,1,1,7,West Midlands
4,15,1,1,7,West Midlands
1,16,1,1,7,West Midlands
424,0,2,0,7,West Midlands
55,1,2,0,7,West Midlands
34,2,2,0,7,West Midlands
80,3,2,0,7,West Midlands
106,4,2,0,7,West Midlands
171,5,2,0,7,West Midlands
158,6,2,0,7,West Midlands
156,7,2,0,7,West Midlands
103,8,2,0,7,West Midlands
86,9,2,0,7,West Midlands
77,10,2,0,7,West Midlands
48,11,2,0,7,West Midlands
30,12,2,0,7,West Midlands
20,13,2,0,7,West Midlands
12,14,2,0,7,West Midlands
10,15,2,0,7,West Midlands
6,16,2,0,7,West Midlands
349,0,2,1,7,West Midlands
36,1,2,1,7,West Midlands
43,2,2,1,7,West Midlands
90,3,2,1,7,West Midlands
141,4,2,1,7,West Midlands
182,5,2,1,7,West Midlands
153,6,2,1,7,West Midlands
149,7,2,1,7,West Midlands
89,8,2,1,7,West Midlands
89,9,2,1,7,West Midlands
79,10,2,1,7,West Midlands
49,11,2,1,7,West Midlands
32,12,2,1,7,West Midlands
15,13,2,1,7,West Midlands
17,14,2,1,7,West Midlands
10,15,2,1,7,West Midlands
8,16,2,1,7,West Midlands
75,0,3,0,7,West Midlands
17,1,3,0,7,West Midlands
16,2,3,0,7,West Midlands
13,3,3,0,7,West Midlands
31,4,3,0,7,West Midlands
22,5,3,0,7,West Midlands
26,6,3,0,7,West Midlands
48,7,3,0,7,West Midlands
57,8,3,0,7,West Midlands
41,9,3,0,7,West Midlands
19,10,3,0,7,West Midlands
6,11,3,0,7,West Midlands
1,12,3,0,7,West Midlands
3,13,3,0,7,West Midlands
5,14,3,0,7,West Midlands
1,15,3,0,7,West Midlands
1,16,3,0,7,West Midlands
80,0,3,1,7,West Midlands
10,1,3,1,7,West Midlands
11,2,3,1,7,West Midlands
22,3,3,1,7,West Midlands
29,4,3,1,7,West Midlands
27,5,3,1,7,West Midlands
32,6,3,1,7,West Midlands
34,7,3,1,7,West Midlands
50,8,3,1,7,West Midlands
28,9,3,1,7,West Midlands
19,10,3,1,7,West Midlands
5,11,3,1,7,West Midlands
6,12,3,1,7,West Midlands
7,13,3,1,7,West Midlands
4,14,3,1,7,West Midlands
1,15,3,1,7,West Midlands
0,16,3,1,7,West Midlands
27,0,4,0,7,West Midlands
2,1,4,0,7,West Midlands
2,2,4,0,7,West Midlands
7,3,4,0,7,West Midlands
9,4,4,0,7,West Midlands
20,5,4,0,7,West Midlands
10,6,4,0,7,West Midlands
13,7,4,0,7,West Midlands
12,8,4,0,7,West Midlands
6,9,4,0,7,West Midlands
4,10,4,0,7,West Midlands
4,11,4,0,7,West Midlands
4,12,4,0,7,West Midlands
2,13,4,0,7,West Midlands
3,14,4,0,7,West Midlands
2,15,4,0,7,West Midlands
0,16,4,0,7,West Midlands
30,0,4,1,7,West Midlands
3,1,4,1,7,West Midlands
6,2,4,1,7,West Midlands
7,3,4,1,7,West Midlands
8,4,4,1,7,West Midlands
5,5,4,1,7,West Midlands
21,6,4,1,7,West Midlands
5,7,4,1,7,West Midlands
7,8,4,1,7,West Midlands
2,9,4,1,7,West Midlands
8,10,4,1,7,West Midlands
3,11,4,1,7,West Midlands
3,12,4,1,7,West Midlands
3,13,4,1,7,West Midlands
2,14,4,1,7,West Midlands
0,15,4,1,7,West Midlands
0,16,4,1,7,West Midlands
7919,0,0,0,8,North West
1105,1,0,0,8,North West
794,2,0,0,8,North West
1945,3,0,0,8,North West
2194,4,0,0,8,North West
2310,5,0,0,8,North West
2776,6,0,0,8,North West
3129,7,0,0,8,North West
3220,8,0,0,8,North West
2829,9,0,0,8,North West
2474,10,0,0,8,North West
2506,11,0,0,8,North West
1971,12,0,0,8,North West
1620,13,0,0,8,North West
1306,14,0,0,8,North West
978,15,0,0,8,North West
764,16,0,0,8,North West
7435,0,0,1,8,North West
1004,1,0,1,8,North West
730,2,0,1,8,North West
1730,3,0,1,8,North West
2207,4,0,1,8,North West
2483,5,0,1,8,North West
2973,6,0,1,8,North West
3253,7,0,1,8,North West
3473,8,0,1,8,North West
2918,9,0,1,8,North West
2373,10,0,1,8,North West
2619,11,0,1,8,North West
2177,12,0,1,8,North West
1869,13,0,1,8,North West
1629,14,0,1,8,North West
1356,15,0,1,8,North West
1468,16,0,1,8,North West
557,0,1,0,8,North West
38,1,1,0,8,North West
42,2,1,0,8,North West
59,3,1,0,8,North West
55,4,1,0,8,North West
51,5,1,0,8,North West
41,6,1,0,8,North West
40,7,1,0,8,North West
24,8,1,0,8,North West
31,9,1,0,8,North West
11,10,1,0,8,North West
13,11,1,0,8,North West
7,12,1,0,8,North West
5,13,1,0,8,North West
4,14,1,0,8,North West
4,15,1,0,8,North West
2,16,1,0,8,North West
541,0,1,1,8,North West
54,1,1,1,8,North West
29,2,1,1,8,North West
58,3,1,1,8,North West
61,4,1,1,8,North West
43,5,1,1,8,North West
57,6,1,1,8,North West
43,7,1,1,8,North West
55,8,1,1,8,North West
27,9,1,1,8,North West
16,10,1,1,8,North West
4,11,1,1,8,North West
8,12,1,1,8,North West
3,13,1,1,8,North West
2,14,1,1,8,North West
3,15,1,1,8,North West
3,16,1,1,8,North West
735,0,2,0,8,North West
85,1,2,0,8,North West
44,2,2,0,8,North West
86,3,2,0,8,North West
144,4,2,0,8,North West
216,5,2,0,8,North West
255,6,2,0,8,North West
277,7,2,0,8,North West
237,8,2,0,8,North West
153,9,2,0,8,North West
119,10,2,0,8,North West
75,11,2,0,8,North West
52,12,2,0,8,North West
56,13,2,0,8,North West
32,14,2,0,8,North West
10,15,2,0,8,North West
7,16,2,0,8,North West
700,0,2,1,8,North West
79,1,2,1,8,North West
59,2,2,1,8,North West
85,3,2,1,8,North West
170,4,2,1,8,North West
293,5,2,1,8,North West
330,6,2,1,8,North West
317,7,2,1,8,North West
217,8,2,1,8,North West
146,9,2,1,8,North West
103,10,2,1,8,North West
70,11,2,1,8,North West
55,12,2,1,8,North West
47,13,2,1,8,North West
22,14,2,1,8,North West
16,15,2,1,8,North West
9,16,2,1,8,North West
87,0,3,0,8,North West
15,1,3,0,8,North West
11,2,3,0,8,North West
17,3,3,0,8,North West
39,4,3,0,8,North West
31,5,3,0,8,North West
38,6,3,0,8,North West
35,7,3,0,8,North West
65,8,3,0,8,North West
39,9,3,0,8,North West
22,10,3,0,8,North West
7,11,3,0,8,North West
3,12,3,0,8,North West
5,13,3,0,8,North West
6,14,3,0,8,North West
3,15,3,0,8,North West
0,16,3,0,8,North West
107,0,3,1,8,North West
13,1,3,1,8,North West
8,2,3,1,8,North West
15,3,3,1,8,North West
32,4,3,1,8,North West
37,5,3,1,8,North West
49,6,3,1,8,North West
35,7,3,1,8,North West
69,8,3,1,8,North West
26,9,3,1,8,North West
16,10,3,1,8,North West
8,11,3,1,8,North West
6,12,3,1,8,North West
10,13,3,1,8,North West
5,14,3,1,8,North West
3,15,3,1,8,North West
1,16,3,1,8,North West
120,0,4,0,8,North West
14,1,4,0,8,North West
6,2,4,0,8,North West
19,3,4,0,8,North West
28,4,4,0,8,North West
26,5,4,0,8,North West
28,6,4,0,8,North West
35,7,4,0,8,North West
31,8,4,0,8,North West
33,9,4,0,8,North West
29,10,4,0,8,North West
20,11,4,0,8,North West
11,12,4,0,8,North West
3,13,4,0,8,North West
4,14,4,0,8,North West
1,15,4,0,8,North West
3,16,4,0,8,North West
100,0,4,1,8,North West
8,1,4,1,8,North West
9,2,4,1,8,North West
13,3,4,1,8,North West
29,4,4,1,8,North West
29,5,4,1,8,North West
36,6,4,1,8,North West
39,7,4,1,8,North West
30,8,4,1,8,North West
22,9,4,1,8,North West
18,10,4,1,8,North West
10,11,4,1,8,North West
7,12,4,1,8,North West
4,13,4,1,8,North West
4,14,4,1,8,North West
0,15,4,1,8,North West
4,16,4,1,8,North West
7402,0,0,0,10,East Midlands
1086,1,0,0,10,East Midlands
940,2,0,0,10,East Midlands
2350,3,0,0,10,East Midlands
2237,4,0,0,10,East Midlands
2275,5,0,0,10,East Midlands
2812,6,0,0,10,East Midlands
3279,7,0,0,10,East Midlands
3179,8,0,0,10,East Midlands
2869,9,0,0,10,East Midlands
2748,10,0,0,10,East Midlands
3196,11,0,0,10,East Midlands
2473,12,0,0,10,East Midlands
1797,13,0,0,10,East Midlands
1263,14,0,0,10,East Midlands
851,15,0,0,10,East Midlands
647,16,0,0,10,East Midlands
7171,0,0,1,10,East Midlands
1025,1,0,1,10,East Midlands
925,2,0,1,10,East Midlands
2290,3,0,1,10,East Midlands
2462,4,0,1,10,East Midlands
2410,5,0,1,10,East Midlands
2695,6,0,1,10,East Midlands
3213,7,0,1,10,East Midlands
3194,8,0,1,10,East Midlands
2926,9,0,1,10,East Midlands
2813,10,0,1,10,East Midlands
3127,11,0,1,10,East Midlands
2520,12,0,1,10,East Midlands
1818,13,0,1,10,East Midlands
1516,14,0,1,10,East Midlands
1192,15,0,1,10,East Midlands
1372,16,0,1,10,East Midlands
112,0,1,0,10,East Midlands
17,1,1,0,10,East Midlands
10,2,1,0,10,East Midlands
36,3,1,0,10,East Midlands
28,4,1,0,10,East Midlands
14,5,1,0,10,East Midlands
17,6,1,0,10,East Midlands
11,7,1,0,10,East Midlands
26,8,1,0,10,East Midlands
11,9,1,0,10,East Midlands
7,10,1,0,10,East Midlands
2,11,1,0,10,East Midlands
2,12,1,0,10,East Midlands
4,13,1,0,10,East Midlands
3,14,1,0,10,East Midlands
1,15,1,0,10,East Midlands
1,16,1,0,10,East Midlands
97,0,1,1,10,East Midlands
15,1,1,1,10,East Midlands
22,2,1,1,10,East Midlands
20,3,1,1,10,East Midlands
17,4,1,1,10,East Midlands
18,5,1,1,10,East Midlands
15,6,1,1,10,East Midlands
11,7,1,1,10,East Midlands
8,8,1,1,10,East Midlands
6,9,1,1,10,East Midlands
8,10,1,1,10,East Midlands
5,11,1,1,10,East Midlands
3,12,1,1,10,East Midlands
5,13,1,1,10,East Midlands
5,14,1,1,10,East Midlands
1,15,1,1,10,East Midlands
3,16,1,1,10,East Midlands
74,0,2,0,10,East Midlands
7,1,2,0,10,East Midlands
3,2,2,0,10,East Midlands
17,3,2,0,10,East Midlands
18,4,2,0,10,East Midlands
17,5,2,0,10,East Midlands
35,6,2,0,10,East Midlands
35,7,2,0,10,East Midlands
24,8,2,0,10,East Midlands
8,9,2,0,10,East Midlands
15,10,2,0,10,East Midlands
7,11,2,0,10,East Midlands
5,12,2,0,10,East Midlands
5,13,2,0,10,East Midlands
2,14,2,0,10,East Midlands
1,15,2,0,10,East Midlands
0,16,2,0,10,East Midlands
78,0,2,1,10,East Midlands
7,1,2,1,10,East Midlands
6,2,2,1,10,East Midlands
18,3,2,1,10,East Midlands
27,4,2,1,10,East Midlands
25,5,2,1,10,East Midlands
40,6,2,1,10,East Midlands
35,7,2,1,10,East Midlands
24,8,2,1,10,East Midlands
15,9,2,1,10,East Midlands
12,10,2,1,10,East Midlands
10,11,2,1,10,East Midlands
7,12,2,1,10,East Midlands
3,13,2,1,10,East Midlands
0,14,2,1,10,East Midlands
0,15,2,1,10,East Midlands
0,16,2,1,10,East Midlands
11,0,3,0,10,East Midlands
0,1,3,0,10,East Midlands
1,2,3,0,10,East Midlands
3,3,3,0,10,East Midlands
8,4,3,0,10,East Midlands
16,5,3,0,10,East Midlands
3,6,3,0,10,East Midlands
9,7,3,0,10,East Midlands
16,8,3,0,10,East Midlands
9,9,3,0,10,East Midlands
3,10,3,0,10,East Midlands
5,11,3,0,10,East Midlands
2,12,3,0,10,East Midlands
2,13,3,0,10,East Midlands
0,14,3,0,10,East Midlands
0,15,3,0,10,East Midlands
0,16,3,0,10,East Midlands
13,0,3,1,10,East Midlands
0,1,3,1,10,East Midlands
7,2,3,1,10,East Midlands
4,3,3,1,10,East Midlands
5,4,3,1,10,East Midlands
3,5,3,1,10,East Midlands
17,6,3,1,10,East Midlands
6,7,3,1,10,East Midlands
9,8,3,1,10,East Midlands
6,9,3,1,10,East Midlands
3,10,3,1,10,East Midlands
5,11,3,1,10,East Midlands
0,12,3,1,10,East Midlands
2,13,3,1,10,East Midlands
0,14,3,1,10,East Midlands
0,15,3,1,10,East Midlands
0,16,3,1,10,East Midlands
4,0,4,0,10,East Midlands
0,1,4,0,10,East Midlands
0,2,4,0,10,East Midlands
1,3,4,0,10,East Midlands
9,4,4,0,10,East Midlands
10,5,4,0,10,East Midlands
6,6,4,0,10,East Midlands
3,7,4,0,10,East Midlands
7,8,4,0,10,East Midlands
2,9,4,0,10,East Midlands
2,10,4,0,10,East Midlands
1,11,4,0,10,East Midlands
1,12,4,0,10,East Midlands
1,13,4,0,10,East Midlands
0,14,4,0,10,East Midlands
0,15,4,0,10,East Midlands
0,16,4,0,10,East Midlands
2,0,4,1,10,East Midlands
2,1,4,1,10,East Midlands
0,2,4,1,10,East Midlands
4,3,4,1,10,East Midlands
2,4,4,1,10,East Midlands
2,5,4,1,10,East Midlands
2,6,4,1,10,East Midlands
0,7,4,1,10,East Midlands
1,8,4,1,10,East Midlands
1,9,4,1,10,East Midlands
1,10,4,1,10,East Midlands
2,11,4,1,10,East Midlands
0,12,4,1,10,East Midlands
2,13,4,1,10,East Midlands
0,14,4,1,10,East Midlands
0,15,4,1,10,East Midlands
1,16,4,1,10,East Midlands
8827,0,0,0,14,South East
1271,1,0,0,14,South East
956,2,0,0,14,South East
2028,3,0,0,14,South East
1734,4,0,0,14,South East
1808,5,0,0,14,South East
2570,6,0,0,14,South East
3452,7,0,0,14,South East
3799,8,0,0,14,South East
3530,9,0,0,14,South East
3267,10,0,0,14,South East
3921,11,0,0,14,South East
3330,12,0,0,14,South East
2603,13,0,0,14,South East
2158,14,0,0,14,South East
1556,15,0,0,14,South East
1245,16,0,0,14,South East
8315,0,0,1,14,South East
1131,1,0,1,14,South East
922,2,0,1,14,South East
1837,3,0,1,14,South East
1678,4,0,1,14,South East
2148,5,0,1,14,South East
3080,6,0,1,14,South East
3777,7,0,1,14,South East
4283,8,0,1,14,South East
3681,9,0,1,14,South East
3482,10,0,1,14,South East
4152,11,0,1,14,South East
3588,12,0,1,14,South East
2988,13,0,1,14,South East
2409,14,0,1,14,South East
2124,15,0,1,14,South East
2480,16,0,1,14,South East
231,0,1,0,14,South East
25,1,1,0,14,South East
26,2,1,0,14,South East
25,3,1,0,14,South East
19,4,1,0,14,South East
26,5,1,0,14,South East
15,6,1,0,14,South East
26,7,1,0,14,South East
34,8,1,0,14,South East
14,9,1,0,14,South East
11,10,1,0,14,South East
12,11,1,0,14,South East
7,12,1,0,14,South East
10,13,1,0,14,South East
3,14,1,0,14,South East
3,15,1,0,14,South East
2,16,1,0,14,South East
241,0,1,1,14,South East
30,1,1,1,14,South East
12,2,1,1,14,South East
35,3,1,1,14,South East
27,4,1,1,14,South East
24,5,1,1,14,South East
33,6,1,1,14,South East
26,7,1,1,14,South East
34,8,1,1,14,South East
12,9,1,1,14,South East
20,10,1,1,14,South East
13,11,1,1,14,South East
19,12,1,1,14,South East
5,13,1,1,14,South East
0,14,1,1,14,South East
7,15,1,1,14,South East
4,16,1,1,14,South East
83,0,2,0,14,South East
19,1,2,0,14,South East
16,2,2,0,14,South East
35,3,2,0,14,South East
30,4,2,0,14,South East
37,5,2,0,14,South East
29,6,2,0,14,South East
44,7,2,0,14,South East
29,8,2,0,14,South East
26,9,2,0,14,South East
31,10,2,0,14,South East
9,11,2,0,14,South East
15,12,2,0,14,South East
10,13,2,0,14,South East
4,14,2,0,14,South East
2,15,2,0,14,South East
2,16,2,0,14,South East
72,0,2,1,14,South East
16,1,2,1,14,South East
11,2,2,1,14,South East
24,3,2,1,14,South East
28,4,2,1,14,South East
54,5,2,1,14,South East
54,6,2,1,14,South East
68,7,2,1,14,South East
57,8,2,1,14,South East
46,9,2,1,14,South East
32,10,2,1,14,South East
18,11,2,1,14,South East
13,12,2,1,14,South East
8,13,2,1,14,South East
7,14,2,1,14,South East
1,15,2,1,14,South East
7,16,2,1,14,South East
18,0,3,0,14,South East
5,1,3,0,14,South East
7,2,3,0,14,South East
4,3,3,0,14,South East
5,4,3,0,14,South East
7,5,3,0,14,South East
12,6,3,0,14,South East
10,7,3,0,14,South East
15,8,3,0,14,South East
4,9,3,0,14,South East
2,10,3,0,14,South East
3,11,3,0,14,South East
2,12,3,0,14,South East
0,13,3,0,14,South East
1,14,3,0,14,South East
1,15,3,0,14,South East
0,16,3,0,14,South East
25,0,3,1,14,South East
11,1,3,1,14,South East
4,2,3,1,14,South East
5,3,3,1,14,South East
12,4,3,1,14,South East
6,5,3,1,14,South East
8,6,3,1,14,South East
13,7,3,1,14,South East
12,8,3,1,14,South East
6,9,3,1,14,South East
8,10,3,1,14,South East
6,11,3,1,14,South East
2,12,3,1,14,South East
1,13,3,1,14,South East
1,14,3,1,14,South East
1,15,3,1,14,South East
0,16,3,1,14,South East
9,0,4,0,14,South East
3,1,4,0,14,South East
0,2,4,0,14,South East
3,3,4,0,14,South East
3,4,4,0,14,South East
4,5,4,0,14,South East
3,6,4,0,14,South East
8,7,4,0,14,South East
5,8,4,0,14,South East
7,9,4,0,14,South East
3,10,4,0,14,South East
1,11,4,0,14,South East
2,12,4,0,14,South East
4,13,4,0,14,South East
2,14,4,0,14,South East
2,15,4,0,14,South East
0,16,4,0,14,South East
5,0,4,1,14,South East
0,1,4,1,14,South East
0,2,4,1,14,South East
0,3,4,1,14,South East
4,4,4,1,14,South East
5,5,4,1,14,South East
9,6,4,1,14,South East
6,7,4,1,14,South East
4,8,4,1,14,South East
7,9,4,1,14,South East
1,10,4,1,14,South East
1,11,4,1,14,South East
1,12,4,1,14,South East
0,13,4,1,14,South East
2,14,4,1,14,South East
4,15,4,1,14,South East
1,16,4,1,14,South East
9802,0,0,0,15,East Midlands
1331,1,0,0,15,East Midlands
1339,2,0,0,15,East Midlands
3003,3,0,0,15,East Midlands
2920,4,0,0,15,East Midlands
2954,5,0,0,15,East Midlands
3303,6,0,0,15,East Midlands
4109,7,0,0,15,East Midlands
4097,8,0,0,15,East Midlands
3655,9,0,0,15,East Midlands
3336,10,0,0,15,East Midlands
3596,11,0,0,15,East Midlands
3017,12,0,0,15,East Midlands
2321,13,0,0,15,East Midlands
1562,14,0,0,15,East Midlands
1005,15,0,0,15,East Midlands
747,16,0,0,15,East Midlands
9418,0,0,1,15,East Midlands
1281,1,0,1,15,East Midlands
1186,2,0,1,15,East Midlands
3068,3,0,1,15,East Midlands
3022,4,0,1,15,East Midlands
3109,5,0,1,15,East Midlands
3399,6,0,1,15,East Midlands
4100,7,0,1,15,East Midlands
4129,8,0,1,15,East Midlands
3684,9,0,1,15,East Midlands
3335,10,0,1,15,East Midlands
3676,11,0,1,15,East Midlands
3177,12,0,1,15,East Midlands
2400,13,0,1,15,East Midlands
1888,14,0,1,15,East Midlands
1411,15,0,1,15,East Midlands
1574,16,0,1,15,East Midlands
219,0,1,0,15,East Midlands
22,1,1,0,15,East Midlands
16,2,1,0,15,East Midlands
34,3,1,0,15,East Midlands
21,4,1,0,15,East Midlands
17,5,1,0,15,East Midlands
21,6,1,0,15,East Midlands
16,7,1,0,15,East Midlands
20,8,1,0,15,East Midlands
7,9,1,0,15,East Midlands
9,10,1,0,15,East Midlands
5,11,1,0,15,East Midlands
7,12,1,0,15,East Midlands
3,13,1,0,15,East Midlands
1,14,1,0,15,East Midlands
1,15,1,0,15,East Midlands
3,16,1,0,15,East Midlands
208,0,1,1,15,East Midlands
19,1,1,1,15,East Midlands
15,2,1,1,15,East Midlands
34,3,1,1,15,East Midlands
25,4,1,1,15,East Midlands
22,5,1,1,15,East Midlands
27,6,1,1,15,East Midlands
23,7,1,1,15,East Midlands
11,8,1,1,15,East Midlands
10,9,1,1,15,East Midlands
4,10,1,1,15,East Midlands
5,11,1,1,15,East Midlands
6,12,1,1,15,East Midlands
6,13,1,1,15,East Midlands
4,14,1,1,15,East Midlands
3,15,1,1,15,East Midlands
2,16,1,1,15,East Midlands
101,0,2,0,15,East Midlands
8,1,2,0,15,East Midlands
6,2,2,0,15,East Midlands
38,3,2,0,15,East Midlands
31,4,2,0,15,East Midlands
42,5,2,0,15,East Midlands
57,6,2,0,15,East Midlands
38,7,2,0,15,East Midlands
37,8,2,0,15,East Midlands
24,9,2,0,15,East Midlands
20,10,2,0,15,East Midlands
13,11,2,0,15,East Midlands
9,12,2,0,15,East Midlands
10,13,2,0,15,East Midlands
4,14,2,0,15,East Midlands
3,15,2,0,15,East Midlands
0,16,2,0,15,East Midlands
111,0,2,1,15,East Midlands
9,1,2,1,15,East Midlands
11,2,2,1,15,East Midlands
24,3,2,1,15,East Midlands
39,4,2,1,15,East Midlands
47,5,2,1,15,East Midlands
56,6,2,1,15,East Midlands
47,7,2,1,15,East Midlands
40,8,2,1,15,East Midlands
17,9,2,1,15,East Midlands
21,10,2,1,15,East Midlands
23,11,2,1,15,East Midlands
4,12,2,1,15,East Midlands
7,13,2,1,15,East Midlands
4,14,2,1,15,East Midlands
5,15,2,1,15,East Midlands
2,16,2,1,15,East Midlands
24,0,3,0,15,East Midlands
2,1,3,0,15,East Midlands
6,2,3,0,15,East Midlands
7,3,3,0,15,East Midlands
6,4,3,0,15,East Midlands
